levels,algs,ratios,variable,times
0.0001,sz,6.83,BURDENBC,256
0.0001,sz,6.83,BURDENBC,257
0.0001,sz,6.83,BURDENBC,258
0.0001,sz,6.83,BURDENBC,259
0.0001,sz,6.83,BURDENBC,260
0.0001,sz,6.83,BURDENBC,261
0.0001,sz,6.83,BURDENBC,262
16.0,zfp,2.55,BURDENBC,263
0.0001,sz,6.83,BURDENBC,264
0.0001,sz,6.83,BURDENBC,265
0.0001,sz,6.83,BURDENBC,266
0.0001,sz,6.83,BURDENBC,267
0.0001,sz,6.83,BURDENBC,268
0.0001,sz,6.83,BURDENBC,269
16.0,zfp,2.55,BURDENBC,270
16.0,zfp,2.55,BURDENBC,271
0.0001,sz,6.83,BURDENBC,272
0.0001,sz,6.83,BURDENBC,273
0.0001,sz,6.83,BURDENBC,274
0.0001,sz,6.83,BURDENBC,275
16.0,zfp,2.55,BURDENBC,276
0.0001,sz,6.83,BURDENBC,277
0.0001,sz,6.83,BURDENBC,278
0.0001,sz,6.83,BURDENBC,279
16.0,zfp,2.55,BURDENBC,280
0.0001,sz,6.83,BURDENBC,281
0.0001,sz,6.83,BURDENBC,282
0.0001,sz,6.83,BURDENBC,283
0.0001,sz,6.83,BURDENBC,284
0.0001,sz,6.83,BURDENBC,285
0.0001,sz,6.83,BURDENBC,286
0.0001,sz,6.83,BURDENBC,287
0.0001,sz,6.83,BURDENBC,288
16.0,zfp,2.55,BURDENBC,289
16.0,zfp,2.55,BURDENBC,290
16.0,zfp,2.55,BURDENBC,291
16.0,zfp,2.55,BURDENBC,292
0.0001,sz,6.83,BURDENBC,293
0.0001,sz,6.83,BURDENBC,294
0.0001,sz,6.83,BURDENBC,295
0.0001,sz,6.83,BURDENBC,296
0.0001,sz,6.83,BURDENBC,297
0.0001,sz,6.83,BURDENBC,298
0.0001,sz,6.83,BURDENBC,299
0.0001,sz,6.83,BURDENBC,300
0.0001,sz,6.83,BURDENBC,301
16.0,zfp,2.55,BURDENBC,302
0.0001,sz,6.83,BURDENBC,303
16.0,zfp,2.55,BURDENBC,304
16.0,zfp,2.55,BURDENBC,305
0.0001,sz,6.83,BURDENBC,306
0.0001,sz,6.83,BURDENBC,307
0.0001,sz,6.83,BURDENBC,308
0.0001,sz,6.83,BURDENBC,309
0.0001,sz,6.83,BURDENBC,310
0.0001,sz,6.83,BURDENBC,311
0.0001,sz,6.83,BURDENBC,312
0.0001,sz,6.83,BURDENBC,313
0.0001,sz,6.83,BURDENBC,314
16.0,zfp,2.55,BURDENBC,315
0.0001,sz,6.83,BURDENBC,316
0.0001,sz,6.83,BURDENBC,317
0.0001,sz,6.83,BURDENBC,318
16.0,zfp,2.55,BURDENBC,319
0.0001,sz,6.83,BURDENBC,320
0.0001,sz,6.83,BURDENBC,321
0.0001,sz,6.83,BURDENBC,322
0.0001,sz,6.83,BURDENBC,323
0.0001,sz,6.83,BURDENBC,324
0.0001,sz,6.83,BURDENBC,325
0.0001,sz,6.83,BURDENBC,326
0.0001,sz,6.83,BURDENBC,327
0.0001,sz,6.83,BURDENBC,328
0.0001,sz,6.83,BURDENBC,329
0.0001,sz,6.83,BURDENBC,330
0.0001,sz,6.83,BURDENBC,331
16.0,zfp,2.55,BURDENBC,332
0.0001,sz,6.83,BURDENBC,333
0.0001,sz,6.83,BURDENBC,334
0.0001,sz,6.83,BURDENBC,335
16.0,zfp,2.55,BURDENBC,336
0.0001,sz,6.83,BURDENBC,337
0.0001,sz,6.83,BURDENBC,338
0.0001,sz,6.83,BURDENBC,339
0.0001,sz,6.83,BURDENBC,340
0.0001,sz,6.83,BURDENBC,341
16.0,zfp,2.55,BURDENBC,342
0.0001,sz,6.83,BURDENBC,343
0.0001,sz,6.83,BURDENBC,344
16.0,zfp,2.55,BURDENBC,345
0.0001,sz,6.83,BURDENBC,346
0.0001,sz,6.83,BURDENBC,347
0.0001,sz,6.83,BURDENBC,348
0.0001,sz,6.83,BURDENBC,349
0.0001,sz,6.83,BURDENBC,350
0.0001,sz,6.83,BURDENBC,351
16.0,zfp,2.55,BURDENBC,352
0.0001,sz,6.83,BURDENBC,353
0.0001,sz,6.83,BURDENBC,354
16.0,zfp,2.55,BURDENBC,355
0.0001,sz,6.83,BURDENBC,356
0.0001,sz,6.83,BURDENBC,357
0.0001,sz,6.83,BURDENBC,358
0.0001,sz,6.83,BURDENBC,359
9.0,bg,2.13,AODDUST3,0
9.0,bg,2.13,AODDUST3,1
9.0,bg,2.13,AODDUST3,2
9.0,bg,2.13,AODDUST3,3
0.0001,sz,42.59,AODDUST3,4
1.0,sz,42.59,AODDUST3,5
1.0,sz,42.59,AODDUST3,6
0.0001,sz,42.59,AODDUST3,7
1e-05,sz,22.93,AODDUST3,8
9.0,bg,2.13,AODDUST3,9
9.0,bg,2.13,AODDUST3,10
9.0,bg,2.13,AODDUST3,11
9.0,bg,2.13,AODDUST3,12
0.0001,sz,42.59,AODDUST3,13
0.001,sz,69.02,AODDUST3,14
1.0,sz,69.02,AODDUST3,15
1.0,sz,69.02,AODDUST3,16
0.0001,sz,42.59,AODDUST3,17
1.0,sz,42.59,AODDUST3,18
1.0,sz,42.59,AODDUST3,19
0.0005,sz,60.89,AODDUST3,20
1e-05,sz,22.93,AODDUST3,21
9.0,bg,2.13,AODDUST3,22
0.0001,sz,42.59,AODDUST3,23
9.0,bg,2.13,AODDUST3,24
9.0,bg,2.13,AODDUST3,25
9.0,bg,2.13,AODDUST3,26
0.0005,sz,60.89,AODDUST3,27
1.0,sz,60.89,AODDUST3,28
1.0,sz,60.89,AODDUST3,29
0.0001,sz,42.59,AODDUST3,30
1.0,sz,42.59,AODDUST3,31
1.0,sz,42.59,AODDUST3,32
0.001,sz,69.02,AODDUST3,33
1e-05,sz,22.93,AODDUST3,34
9.0,bg,2.13,AODDUST3,35
9.0,bg,2.13,AODDUST3,36
0.0001,sz,42.59,AODDUST3,37
9.0,bg,2.13,AODDUST3,38
9.0,bg,2.13,AODDUST3,39
0.001,sz,69.02,AODDUST3,40
1.0,sz,69.02,AODDUST3,41
1.0,sz,69.02,AODDUST3,42
0.0001,sz,42.59,AODDUST3,43
1.0,sz,42.59,AODDUST3,44
1.0,sz,42.59,AODDUST3,45
0.0001,sz,42.59,AODDUST3,46
0.001,sz,69.02,AODDUST3,47
1e-05,sz,22.93,AODDUST3,48
9.0,bg,2.13,AODDUST3,49
0.0001,sz,42.59,AODDUST3,50
9.0,bg,2.13,AODDUST3,51
9.0,bg,2.13,AODDUST3,52
0.0005,sz,60.89,AODDUST3,53
1.0,sz,60.89,AODDUST3,54
1.0,sz,60.89,AODDUST3,55
0.0001,sz,42.59,AODDUST3,56
1.0,sz,42.59,AODDUST3,57
1.0,sz,42.59,AODDUST3,58
1.0,sz,42.59,AODDUST3,59
0.001,sz,69.02,AODDUST3,60
1e-05,sz,22.93,AODDUST3,61
9.0,bg,2.13,AODDUST3,62
0.0001,sz,42.59,AODDUST3,63
9.0,bg,2.13,AODDUST3,64
9.0,bg,2.13,AODDUST3,65
0.0001,sz,42.59,AODDUST3,66
1.0,sz,42.59,AODDUST3,67
1.0,sz,42.59,AODDUST3,68
1.0,sz,42.59,AODDUST3,69
0.0001,sz,42.59,AODDUST3,70
1.0,sz,42.59,AODDUST3,71
1.0,sz,42.59,AODDUST3,72
0.001,sz,69.02,AODDUST3,73
1e-05,sz,22.93,AODDUST3,74
9.0,bg,2.13,AODDUST3,75
0.0001,sz,42.59,AODDUST3,76
9.0,bg,2.13,AODDUST3,77
9.0,bg,2.13,AODDUST3,78
0.0001,sz,42.59,AODDUST3,79
0.0005,sz,60.89,AODDUST3,80
1.0,sz,60.89,AODDUST3,81
1.0,sz,60.89,AODDUST3,82
0.0001,sz,42.59,AODDUST3,83
1.0,sz,42.59,AODDUST3,84
1.0,sz,42.59,AODDUST3,85
0.001,sz,69.02,AODDUST3,86
1e-05,sz,22.93,AODDUST3,87
9.0,bg,2.13,AODDUST3,88
0.0001,sz,42.59,AODDUST3,89
1.0,sz,42.59,AODDUST3,90
9.0,bg,2.13,AODDUST3,91
9.0,bg,2.13,AODDUST3,92
0.001,sz,69.02,AODDUST3,93
1.0,sz,69.02,AODDUST3,94
1.0,sz,69.02,AODDUST3,95
0.0001,sz,42.59,AODDUST3,96
1.0,sz,42.59,AODDUST3,97
1.0,sz,42.59,AODDUST3,98
0.0001,sz,42.59,AODDUST3,99
1e-05,sz,22.93,AODDUST3,100
1.0,sz,22.93,AODDUST3,101
9.0,bg,2.13,AODDUST3,102
0.0001,sz,42.59,AODDUST3,103
9.0,bg,2.13,AODDUST3,104
9.0,bg,2.13,AODDUST3,105
0.001,sz,69.02,AODDUST3,106
1.0,sz,69.02,AODDUST3,107
1.0,sz,69.02,AODDUST3,108
0.0001,sz,42.59,AODDUST3,109
1.0,sz,42.59,AODDUST3,110
1.0,sz,42.59,AODDUST3,111
0.001,sz,69.02,AODDUST3,112
0.0001,sz,42.59,AODDUST3,113
0.0001,sz,42.59,AODDUST3,114
1e-05,sz,22.93,AODDUST3,115
9.0,bg,2.13,AODDUST3,116
0.0001,sz,42.59,AODDUST3,117
9.0,bg,2.13,AODDUST3,118
9.0,bg,2.13,AODDUST3,119
0.001,sz,69.02,AODDUST3,120
1.0,sz,69.02,AODDUST3,121
1.0,sz,69.02,AODDUST3,122
1.0,sz,69.02,AODDUST3,123
1e-05,sz,22.93,AODDUST3,124
1.0,sz,22.93,AODDUST3,125
1.0,sz,22.93,AODDUST3,126
0.0001,sz,42.59,AODDUST3,127
1e-05,sz,22.93,AODDUST3,128
0.01,sz,91.60,AODDUST3,129
0.0001,sz,42.59,AODDUST3,130
9.0,bg,2.13,AODDUST3,131
9.0,bg,2.13,AODDUST3,132
0.0001,sz,42.59,AODDUST3,133
1.0,sz,42.59,AODDUST3,134
9.0,bg,2.13,AODDUST3,135
9.0,bg,2.13,AODDUST3,136
9.0,bg,2.13,AODDUST3,137
9.0,bg,2.13,AODDUST3,138
9.0,bg,2.13,AODDUST3,139
0.0005,sz,60.89,AODDUST3,140
1e-05,sz,22.93,AODDUST3,141
0.01,sz,91.60,AODDUST3,142
0.0001,sz,42.59,AODDUST3,143
9.0,bg,2.13,AODDUST3,144
9.0,bg,2.13,AODDUST3,145
0.0001,sz,42.59,AODDUST3,146
0.0005,sz,60.89,AODDUST3,147
1.0,sz,60.89,AODDUST3,148
1.0,sz,60.89,AODDUST3,149
0.0001,sz,42.59,AODDUST3,150
1.0,sz,42.59,AODDUST3,151
1.0,sz,42.59,AODDUST3,152
0.001,sz,69.02,AODDUST3,153
1e-05,sz,22.93,AODDUST3,154
9.0,bg,2.13,AODDUST3,155
0.0001,sz,42.59,AODDUST3,156
9.0,bg,2.13,AODDUST3,157
9.0,bg,2.13,AODDUST3,158
9.0,bg,2.13,AODDUST3,159
0.001,sz,69.02,AODDUST3,160
1.0,sz,69.02,AODDUST3,161
1.0,sz,69.02,AODDUST3,162
0.0001,sz,42.59,AODDUST3,163
1.0,sz,42.59,AODDUST3,164
1.0,sz,42.59,AODDUST3,165
0.001,sz,69.02,AODDUST3,166
1e-05,sz,22.93,AODDUST3,167
9.0,bg,2.13,AODDUST3,168
9.0,bg,2.13,AODDUST3,169
0.0001,sz,42.59,AODDUST3,170
9.0,bg,2.13,AODDUST3,171
9.0,bg,2.13,AODDUST3,172
0.0001,sz,42.59,AODDUST3,173
1.0,sz,42.59,AODDUST3,174
1.0,sz,42.59,AODDUST3,175
1.0,sz,42.59,AODDUST3,176
1.0,sz,42.59,AODDUST3,177
1.0,sz,42.59,AODDUST3,178
0.0001,sz,42.59,AODDUST3,179
0.0001,sz,42.59,AODDUST3,180
1e-05,sz,22.93,AODDUST3,181
9.0,bg,2.13,AODDUST3,182
0.0001,sz,42.59,AODDUST3,183
9.0,bg,2.13,AODDUST3,184
9.0,bg,2.13,AODDUST3,185
0.001,sz,69.02,AODDUST3,186
1.0,sz,69.02,AODDUST3,187
1.0,sz,69.02,AODDUST3,188
0.0001,sz,42.59,AODDUST3,189
1.0,sz,42.59,AODDUST3,190
1.0,sz,42.59,AODDUST3,191
1.0,sz,42.59,AODDUST3,192
0.0001,sz,42.59,AODDUST3,193
1e-05,sz,22.93,AODDUST3,194
9.0,bg,2.13,AODDUST3,195
0.0001,sz,42.59,AODDUST3,196
9.0,bg,2.13,AODDUST3,197
9.0,bg,2.13,AODDUST3,198
0.001,sz,69.02,AODDUST3,199
1.0,sz,69.02,AODDUST3,200
1.0,sz,69.02,AODDUST3,201
1.0,sz,69.02,AODDUST3,202
0.0001,sz,42.59,AODDUST3,203
1.0,sz,42.59,AODDUST3,204
1.0,sz,42.59,AODDUST3,205
0.0001,sz,42.59,AODDUST3,206
1e-05,sz,22.93,AODDUST3,207
9.0,bg,2.13,AODDUST3,208
0.0001,sz,42.59,AODDUST3,209
9.0,bg,2.13,AODDUST3,210
9.0,bg,2.13,AODDUST3,211
0.0001,sz,42.59,AODDUST3,212
0.001,sz,69.02,AODDUST3,213
1.0,sz,69.02,AODDUST3,214
1.0,sz,69.02,AODDUST3,215
0.0001,sz,42.59,AODDUST3,216
1.0,sz,42.59,AODDUST3,217
1.0,sz,42.59,AODDUST3,218
0.001,sz,69.02,AODDUST3,219
1e-05,sz,22.93,AODDUST3,220
9.0,bg,2.13,AODDUST3,221
0.0001,sz,42.59,AODDUST3,222
1.0,sz,42.59,AODDUST3,223
1.0,sz,42.59,AODDUST3,224
9.0,bg,2.13,AODDUST3,225
9.0,bg,2.13,AODDUST3,226
0.001,sz,69.02,AODDUST3,227
1.0,sz,69.02,AODDUST3,228
1.0,sz,69.02,AODDUST3,229
1.0,sz,69.02,AODDUST3,230
1.0,sz,69.02,AODDUST3,231
1.0,sz,69.02,AODDUST3,232
0.0005,sz,60.89,AODDUST3,233
1e-05,sz,22.93,AODDUST3,234
1.0,sz,22.93,AODDUST3,235
0.01,sz,91.60,AODDUST3,236
0.0001,sz,42.59,AODDUST3,237
9.0,bg,2.13,AODDUST3,238
9.0,bg,2.13,AODDUST3,239
0.0001,sz,42.59,AODDUST3,240
1.0,sz,42.59,AODDUST3,241
1.0,sz,42.59,AODDUST3,242
0.0001,sz,42.59,AODDUST3,243
1.0,sz,42.59,AODDUST3,244
1.0,sz,42.59,AODDUST3,245
0.001,sz,69.02,AODDUST3,246
0.0001,sz,42.59,AODDUST3,247
1e-05,sz,22.93,AODDUST3,248
0.01,sz,91.60,AODDUST3,249
0.0001,sz,42.59,AODDUST3,250
9.0,bg,2.13,AODDUST3,251
9.0,bg,2.13,AODDUST3,252
0.0001,sz,42.59,AODDUST3,253
1.0,sz,42.59,AODDUST3,254
1.0,sz,42.59,AODDUST3,255
0.0001,sz,42.59,AODDUST3,256
1e-05,sz,22.93,AODDUST3,257
1.0,sz,22.93,AODDUST3,258
1.0,sz,22.93,AODDUST3,259
0.0005,sz,60.89,AODDUST3,260
1e-05,sz,22.93,AODDUST3,261
9.0,bg,2.13,AODDUST3,262
0.0001,sz,42.59,AODDUST3,263
9.0,bg,2.13,AODDUST3,264
9.0,bg,2.13,AODDUST3,265
0.0001,sz,42.59,AODDUST3,266
1.0,sz,42.59,AODDUST3,267
9.0,bg,2.13,AODDUST3,268
9.0,bg,2.13,AODDUST3,269
0.0001,sz,42.59,AODDUST3,270
1.0,sz,42.59,AODDUST3,271
1.0,sz,42.59,AODDUST3,272
0.0005,sz,60.89,AODDUST3,273
1e-05,sz,22.93,AODDUST3,274
9.0,bg,2.13,AODDUST3,275
0.0001,sz,42.59,AODDUST3,276
9.0,bg,2.13,AODDUST3,277
9.0,bg,2.13,AODDUST3,278
0.0001,sz,42.59,AODDUST3,279
0.0001,sz,42.59,AODDUST3,280
1.0,sz,42.59,AODDUST3,281
1.0,sz,42.59,AODDUST3,282
0.0001,sz,42.59,AODDUST3,283
1.0,sz,42.59,AODDUST3,284
1.0,sz,42.59,AODDUST3,285
0.001,sz,69.02,AODDUST3,286
1e-05,sz,22.93,AODDUST3,287
9.0,bg,2.13,AODDUST3,288
0.0001,sz,42.59,AODDUST3,289
9.0,bg,2.13,AODDUST3,290
9.0,bg,2.13,AODDUST3,291
0.0001,sz,42.59,AODDUST3,292
1.0,sz,42.59,AODDUST3,293
1.0,sz,42.59,AODDUST3,294
1.0,sz,42.59,AODDUST3,295
0.0001,sz,42.59,AODDUST3,296
1.0,sz,42.59,AODDUST3,297
1.0,sz,42.59,AODDUST3,298
0.001,sz,69.02,AODDUST3,299
1e-05,sz,22.93,AODDUST3,300
0.01,sz,91.60,AODDUST3,301
0.0001,sz,42.59,AODDUST3,302
9.0,bg,2.13,AODDUST3,303
9.0,bg,2.13,AODDUST3,304
0.0001,sz,42.59,AODDUST3,305
0.0005,sz,60.89,AODDUST3,306
1.0,sz,60.89,AODDUST3,307
1.0,sz,60.89,AODDUST3,308
0.0001,sz,42.59,AODDUST3,309
1.0,sz,42.59,AODDUST3,310
1.0,sz,42.59,AODDUST3,311
0.0001,sz,42.59,AODDUST3,312
1e-05,sz,22.93,AODDUST3,313
9.0,bg,2.13,AODDUST3,314
0.0001,sz,42.59,AODDUST3,315
1.0,sz,42.59,AODDUST3,316
9.0,bg,2.13,AODDUST3,317
9.0,bg,2.13,AODDUST3,318
0.0001,sz,42.59,AODDUST3,319
1.0,sz,42.59,AODDUST3,320
1.0,sz,42.59,AODDUST3,321
0.0001,sz,42.59,AODDUST3,322
1.0,sz,42.59,AODDUST3,323
1.0,sz,42.59,AODDUST3,324
0.0001,sz,42.59,AODDUST3,325
1e-05,sz,22.93,AODDUST3,326
1.0,sz,22.93,AODDUST3,327
0.01,sz,91.60,AODDUST3,328
0.0001,sz,42.59,AODDUST3,329
9.0,bg,2.13,AODDUST3,330
9.0,bg,2.13,AODDUST3,331
0.001,sz,69.02,AODDUST3,332
1.0,sz,69.02,AODDUST3,333
1.0,sz,69.02,AODDUST3,334
0.0001,sz,42.59,AODDUST3,335
1.0,sz,42.59,AODDUST3,336
1.0,sz,42.59,AODDUST3,337
0.001,sz,69.02,AODDUST3,338
0.0001,sz,42.59,AODDUST3,339
1e-05,sz,22.93,AODDUST3,340
9.0,bg,2.13,AODDUST3,341
0.0001,sz,42.59,AODDUST3,342
9.0,bg,2.13,AODDUST3,343
9.0,bg,2.13,AODDUST3,344
0.0001,sz,42.59,AODDUST3,345
1.0,sz,42.59,AODDUST3,346
1.0,sz,42.59,AODDUST3,347
0.0001,sz,42.59,AODDUST3,348
1e-05,sz,22.93,AODDUST3,349
1.0,sz,22.93,AODDUST3,350
1.0,sz,22.93,AODDUST3,351
0.0005,sz,60.89,AODDUST3,352
1e-05,sz,22.93,AODDUST3,353
9.0,bg,2.13,AODDUST3,354
0.0001,sz,42.59,AODDUST3,355
9.0,bg,2.13,AODDUST3,356
9.0,bg,2.13,AODDUST3,357
0.0005,sz,60.89,AODDUST3,358
1.0,sz,60.89,AODDUST3,359
0.0001,sz,4.22,BURDENSO4,0
0.0001,sz,4.22,BURDENSO4,1
0.0001,sz,4.22,BURDENSO4,2
0.0001,sz,4.22,BURDENSO4,3
0.0001,sz,4.22,BURDENSO4,4
0.0001,sz,4.22,BURDENSO4,5
0.0001,sz,4.22,BURDENSO4,6
0.0001,sz,4.22,BURDENSO4,7
0.0001,sz,4.22,BURDENSO4,8
0.0001,sz,4.22,BURDENSO4,9
0.0001,sz,4.22,BURDENSO4,10
0.0001,sz,4.22,BURDENSO4,11
0.0001,sz,4.22,BURDENSO4,12
0.0001,sz,4.22,BURDENSO4,13
0.0001,sz,4.22,BURDENSO4,14
0.0001,sz,4.22,BURDENSO4,15
0.0001,sz,4.22,BURDENSO4,16
0.0001,sz,4.22,BURDENSO4,17
0.0001,sz,4.22,BURDENSO4,18
0.0001,sz,4.22,BURDENSO4,19
0.0001,sz,4.22,BURDENSO4,20
0.0001,sz,4.22,BURDENSO4,21
0.0001,sz,4.22,BURDENSO4,22
0.0001,sz,4.22,BURDENSO4,23
0.0001,sz,4.22,BURDENSO4,24
0.0001,sz,4.22,BURDENSO4,25
0.0001,sz,4.22,BURDENSO4,26
0.0001,sz,4.22,BURDENSO4,27
0.0001,sz,4.22,BURDENSO4,28
0.0001,sz,4.22,BURDENSO4,29
0.0001,sz,4.22,BURDENSO4,30
0.0001,sz,4.22,BURDENSO4,31
0.0001,sz,4.22,BURDENSO4,32
0.0001,sz,4.22,BURDENSO4,33
0.0001,sz,4.22,BURDENSO4,34
0.0001,sz,4.22,BURDENSO4,35
0.0001,sz,4.22,BURDENSO4,36
0.0001,sz,4.22,BURDENSO4,37
0.0001,sz,4.22,BURDENSO4,38
0.0001,sz,4.22,BURDENSO4,39
0.0001,sz,4.22,BURDENSO4,40
0.0001,sz,4.22,BURDENSO4,41
0.0001,sz,4.22,BURDENSO4,42
0.0001,sz,4.22,BURDENSO4,43
0.0001,sz,4.22,BURDENSO4,44
0.0001,sz,4.22,BURDENSO4,45
0.0001,sz,4.22,BURDENSO4,46
0.0001,sz,4.22,BURDENSO4,47
0.0001,sz,4.22,BURDENSO4,48
0.0001,sz,4.22,BURDENSO4,49
0.0001,sz,4.22,BURDENSO4,50
0.0001,sz,4.22,BURDENSO4,51
0.0001,sz,4.22,BURDENSO4,52
0.0001,sz,4.22,BURDENSO4,53
0.0001,sz,4.22,BURDENSO4,54
0.0001,sz,4.22,BURDENSO4,55
0.0001,sz,4.22,BURDENSO4,56
0.0001,sz,4.22,BURDENSO4,57
0.0001,sz,4.22,BURDENSO4,58
0.0001,sz,4.22,BURDENSO4,59
0.0001,sz,4.22,BURDENSO4,60
0.0001,sz,4.22,BURDENSO4,61
0.0001,sz,4.22,BURDENSO4,62
0.0001,sz,4.22,BURDENSO4,63
0.0001,sz,4.22,BURDENSO4,64
0.0001,sz,4.22,BURDENSO4,65
0.0001,sz,4.22,BURDENSO4,66
0.0001,sz,4.22,BURDENSO4,67
0.0001,sz,4.22,BURDENSO4,68
0.0001,sz,4.22,BURDENSO4,69
0.0001,sz,4.22,BURDENSO4,70
0.0001,sz,4.22,BURDENSO4,71
0.0001,sz,4.22,BURDENSO4,72
0.0001,sz,4.22,BURDENSO4,73
0.0001,sz,4.22,BURDENSO4,74
0.0001,sz,4.22,BURDENSO4,75
0.0001,sz,4.22,BURDENSO4,76
0.0001,sz,4.22,BURDENSO4,77
0.0001,sz,4.22,BURDENSO4,78
0.0001,sz,4.22,BURDENSO4,79
0.0001,sz,4.22,BURDENSO4,80
0.0001,sz,4.22,BURDENSO4,81
0.0001,sz,4.22,BURDENSO4,82
0.0001,sz,4.22,BURDENSO4,83
0.0001,sz,4.22,BURDENSO4,84
0.0001,sz,4.22,BURDENSO4,85
0.0001,sz,4.22,BURDENSO4,86
0.0001,sz,4.22,BURDENSO4,87
0.0001,sz,4.22,BURDENSO4,88
0.0001,sz,4.22,BURDENSO4,89
0.0001,sz,4.22,BURDENSO4,90
0.0001,sz,4.22,BURDENSO4,91
0.0001,sz,4.22,BURDENSO4,92
0.0001,sz,4.22,BURDENSO4,93
0.0001,sz,4.22,BURDENSO4,94
0.0001,sz,4.22,BURDENSO4,95
0.0001,sz,4.22,BURDENSO4,96
0.0001,sz,4.22,BURDENSO4,97
0.0001,sz,4.22,BURDENSO4,98
0.0001,sz,4.22,BURDENSO4,99
0.0001,sz,4.22,BURDENSO4,100
0.0001,sz,4.22,BURDENSO4,101
0.0001,sz,4.22,BURDENSO4,102
0.0001,sz,4.22,BURDENSO4,103
0.0001,sz,4.22,BURDENSO4,104
0.0001,sz,4.22,BURDENSO4,105
0.0001,sz,4.22,BURDENSO4,106
0.0001,sz,4.22,BURDENSO4,107
0.0001,sz,4.22,BURDENSO4,108
0.0001,sz,4.22,BURDENSO4,109
0.0001,sz,4.22,BURDENSO4,110
0.0001,sz,4.22,BURDENSO4,111
0.0001,sz,4.22,BURDENSO4,112
0.0001,sz,4.22,BURDENSO4,113
0.0001,sz,4.22,BURDENSO4,114
0.0001,sz,4.22,BURDENSO4,115
0.0001,sz,4.22,BURDENSO4,116
0.0001,sz,4.22,BURDENSO4,117
0.0001,sz,4.22,BURDENSO4,118
0.0001,sz,4.22,BURDENSO4,119
0.0001,sz,4.22,BURDENSO4,120
0.0001,sz,4.22,BURDENSO4,121
0.0001,sz,4.22,BURDENSO4,122
0.0001,sz,4.22,BURDENSO4,123
0.0001,sz,4.22,BURDENSO4,124
0.0001,sz,4.22,BURDENSO4,125
0.0001,sz,4.22,BURDENSO4,126
0.0001,sz,4.22,BURDENSO4,127
0.0001,sz,4.22,BURDENSO4,128
0.0001,sz,4.22,BURDENSO4,129
0.0001,sz,4.22,BURDENSO4,130
0.0001,sz,4.22,BURDENSO4,131
0.0001,sz,4.22,BURDENSO4,132
0.0001,sz,4.22,BURDENSO4,133
0.0001,sz,4.22,BURDENSO4,134
0.0001,sz,4.22,BURDENSO4,135
0.0001,sz,4.22,BURDENSO4,136
0.0001,sz,4.22,BURDENSO4,137
0.0001,sz,4.22,BURDENSO4,138
0.0001,sz,4.22,BURDENSO4,139
0.0001,sz,4.22,BURDENSO4,140
0.0001,sz,4.22,BURDENSO4,141
0.0001,sz,4.22,BURDENSO4,142
0.0001,sz,4.22,BURDENSO4,143
0.0001,sz,4.22,BURDENSO4,144
0.0001,sz,4.22,BURDENSO4,145
0.0001,sz,4.22,BURDENSO4,146
0.0001,sz,4.22,BURDENSO4,147
0.0001,sz,4.22,BURDENSO4,148
0.0001,sz,4.22,BURDENSO4,149
0.0001,sz,4.22,BURDENSO4,150
0.0001,sz,4.22,BURDENSO4,151
0.0001,sz,4.22,BURDENSO4,152
0.0001,sz,4.22,BURDENSO4,153
0.0001,sz,4.22,BURDENSO4,154
0.0001,sz,4.22,BURDENSO4,155
0.0001,sz,4.22,BURDENSO4,156
0.0001,sz,4.22,BURDENSO4,157
0.0001,sz,4.22,BURDENSO4,158
0.0001,sz,4.22,BURDENSO4,159
0.0001,sz,4.22,BURDENSO4,160
0.0001,sz,4.22,BURDENSO4,161
0.0001,sz,4.22,BURDENSO4,162
0.0001,sz,4.22,BURDENSO4,163
0.0001,sz,4.22,BURDENSO4,164
0.0001,sz,4.22,BURDENSO4,165
0.0001,sz,4.22,BURDENSO4,166
0.0001,sz,4.22,BURDENSO4,167
0.0001,sz,4.22,BURDENSO4,168
0.0001,sz,4.22,BURDENSO4,169
0.0001,sz,4.22,BURDENSO4,170
0.0001,sz,4.22,BURDENSO4,171
0.0001,sz,4.22,BURDENSO4,172
0.0001,sz,4.22,BURDENSO4,173
0.0001,sz,4.22,BURDENSO4,174
0.0001,sz,4.22,BURDENSO4,175
0.0001,sz,4.22,BURDENSO4,176
0.0001,sz,4.22,BURDENSO4,177
0.0001,sz,4.22,BURDENSO4,178
0.0001,sz,4.22,BURDENSO4,179
0.0001,sz,4.22,BURDENSO4,180
0.0001,sz,4.22,BURDENSO4,181
0.0001,sz,4.22,BURDENSO4,182
0.0001,sz,4.22,BURDENSO4,183
0.0001,sz,4.22,BURDENSO4,184
0.0001,sz,4.22,BURDENSO4,185
0.0001,sz,4.22,BURDENSO4,186
0.0001,sz,4.22,BURDENSO4,187
0.0001,sz,4.22,BURDENSO4,188
0.0001,sz,4.22,BURDENSO4,189
0.0001,sz,4.22,BURDENSO4,190
0.0001,sz,4.22,BURDENSO4,191
0.0001,sz,4.22,BURDENSO4,192
0.0001,sz,4.22,BURDENSO4,193
0.0001,sz,4.22,BURDENSO4,194
0.0001,sz,4.22,BURDENSO4,195
0.0001,sz,4.22,BURDENSO4,196
0.0001,sz,4.22,BURDENSO4,197
0.0001,sz,4.22,BURDENSO4,198
0.0001,sz,4.22,BURDENSO4,199
0.0001,sz,4.22,BURDENSO4,200
0.0001,sz,4.22,BURDENSO4,201
0.0001,sz,4.22,BURDENSO4,202
